name,gender,date_of_birth,email,phone,department_name,job_title
Md.Mamunur Rashid,Male,1975-01-14,1814170494@yopmail.com,1814170494,HR & Admin (SPL-HO),"Office Assistant , Admin"
Md. Masud Rana,Male,1975-01-14,1814170495@yopmail.com,1814170495,Production (SCCL-DF),"Officer, DCS"
Md. Maswoodul Islam,Male,1975-01-14,1814170496@yopmail.com,1814170496,Operation (SCCL-HO),AGM
Md.Matiar Rahman,Male,1975-01-14,1814170497@yopmail.com,1814170497,Production (SCCL-DF),"Operator, Chlorine Cylinder Filling"
Md. Mizanur Rahman,Male,1975-01-14,1814170498@yopmail.com,1814170498,Sales & Marketing Export (SCCL-CTG),Jr. Officer
Md.Mizanur Rahman,Male,1975-01-14,1814170499@yopmail.com,1814170499,Supply Chain Foreign (SCCL-HO),Officer
Md.Mizanur Rahman,Male,1975-01-14,1814170500@yopmail.com,1814170500,Production (SPPL-CTG),Engineer (Process)
Md.Mizanur Rahman 1,Male,1975-01-14,1814170501@yopmail.com,1814170501,Mechanical (SCCL-DF),Junior Mechanical Fitter
Md.Mizanur Rahman-2,Male,1975-01-14,1814170502@yopmail.com,1814170502,Production (SCCL-DF),"Operator, Flaking"
Md. Moazzem Hossain,Male,1975-01-14,1814170503@yopmail.com,1814170503,HR & Admin (SCCL-DF),Security Guard
Md. Mohai Minul Islam,Male,1975-01-14,1814170504@yopmail.com,1814170504,Electrical & Instrument (SCCL-DF),Trainee Engineer
Md.Mohiuddin Bhuiyan,Male,1975-01-14,1814170505@yopmail.com,1814170505,Mechanical (SCCL-DF),Assistant Technician
Md.Mohsin,Male,1975-01-14,1814170506@yopmail.com,1814170506,Transport,Driver
Md.Mojammel Haque,Male,1975-01-14,1814170507@yopmail.com,1814170507,Store (SCCL-DF),Store Assistant
Md. Moksedul Momin,Male,1975-01-14,1814170508@yopmail.com,1814170508,Production (SCCL-DF),Sr.Officer
Md. Mokter Hosen,Male,1975-01-14,1814170509@yopmail.com,1814170509,Security,SY.Guard
Md. Mominur Rahman,Male,1975-01-14,1814170510@yopmail.com,1814170510,Blow Mould,Production Officer
Md. Monir hossain,Male,1975-01-14,1814170511@yopmail.com,1814170511,Transport,Lorry Helper
Md.Monjurul Hoque,Male,1975-01-14,1814170512@yopmail.com,1814170512,Production (SCCL-DF),"Operator, Chlorine Cylinder Filling"
Md. Monoarul Islam,Male,1975-01-14,1814170513@yopmail.com,1814170513,Accounts & Finance (SCCL-DF),Asst. Manager
Md.Montu Mondol,Male,1975-01-14,1814170514@yopmail.com,1814170514,Mechanical (SCCL-DF),Assistant Technician
Md. Morshed Alam,Male,1975-01-14,1814170515@yopmail.com,1814170515,Blow Mould,Helper
Md.Mosharaf Hossain,Male,1975-01-14,1814170516@yopmail.com,1814170516,HR & Admin (SCCL-DF),Asst.Officer
Md. Mostafizur Rahman,Male,1975-01-14,1814170517@yopmail.com,1814170517,Mechanical (SCCL-DF),sub Asst. Engineer
Md. Mostafizur Rahman,Male,1975-01-14,1814170518@yopmail.com,1814170518,Mechanical (SCCL-DF),Jr.Technician
Md. Mostafizur Rahman,Male,1975-01-14,1814170519@yopmail.com,1814170519,Operation (SPL-HO),Director
Md. Mostakim Billah,Male,1975-01-14,1814170520@yopmail.com,1814170520,Transport,Lorry Helper
Md. Motaher,Male,1975-01-14,1814170521@yopmail.com,1814170521,Transport, Truck Driver
Md.Motiur Rahman Monju,Male,1975-01-14,1814170522@yopmail.com,1814170522,HR & Admin (SCCL-DF),Security Guard
Md.Mozidul Haque,Male,1975-01-14,1814170523@yopmail.com,1814170523,Mechanical (SCCL-DF),Junior Welder
Md. Moznu Molla,Male,1975-01-14,1814170524@yopmail.com,1814170524,Production (SCCL-DF),"Operator,Pay-loader"
Md. Mustafizur Rahman,Male,1975-01-14,1814170525@yopmail.com,1814170525,Operation (SPL-DF),Asst.Manager
Md. Mustakim Billa,Male,1975-01-14,1814170526@yopmail.com,1814170526,Accounts & Finance (SCCL-DF),"Asst. Officer, Vat & Export"
Md. Nahid Hasan,Male,1975-01-14,1814170527@yopmail.com,1814170527,Operation (SPL-DF),Peon
Md.Nahid Hossain,Male,1975-01-14,1814170528@yopmail.com,1814170528,Commercial (SCCL-HO),Deputy Manager
Md.Nahid Sultan,Male,1975-01-14,1814170529@yopmail.com,1814170529,HR & Admin (SCCL-DF),Security Guard
Md.Nahidul Islam,Male,1975-01-14,1814170530@yopmail.com,1814170530,Accounts & Finance (SPPL-HO),Assistant Officer
Md. Nahiduzzaman,Male,1975-01-14,1814170531@yopmail.com,1814170531,Mechanical (SCCL-CTG),"Engineer,Mechanical"
Md. Nannu Mollah,Male,1975-01-14,1814170532@yopmail.com,1814170532,Operation (SPL-DF),Electrician
Md.Nasir Hossen,Male,1975-01-14,1814170533@yopmail.com,1814170533,Production (SCCL-DF),"Operator, Flaking"
Md.Nasiruzzaman,Male,1975-01-14,1814170534@yopmail.com,1814170534,Production (SCCL-DF),"Operator, Brine"
Md. Nazmul Hasan,Male,1975-01-14,1814170535@yopmail.com,1814170535,HR & Admin (SCCL-DF),Security Guard
Md. Nazmul Hasan,Male,1975-01-14,1814170536@yopmail.com,1814170536,Mechanical (SCCL-DF),"Sr. Engineer, Mechanical"
Md. Nazmul Hassan,Male,1975-01-14,1814170537@yopmail.com,1814170537,Accounts & Finance (SPPL-HO),Officer
Md. Nazmul Hossain,Male,1975-01-14,1814170538@yopmail.com,1814170538,Quality Assurance (SPPL-CTG),Lab Helper
Md. Niaz Morshed,Male,1975-01-14,1814170539@yopmail.com,1814170539,Production (SPPL-CTG),Engineer (Process)
Md. Nobiruzzaman,Male,1975-01-14,1814170540@yopmail.com,1814170540,Operation (SPL-DF),Electrician
Md. Noor Nabi,Male,1975-01-14,1814170541@yopmail.com,1814170541,Blow Mould,Asst. Operator
Md. Noyab Hossain ,Male,1975-01-14,1814170542@yopmail.com,1814170542,HR & Admin (SPL-HO),Driver
Md. Nur Hosen,Male,1975-01-14,1814170543@yopmail.com,1814170543,HR & Admin (SCCL-DF),Security Guard
Md.Nur Hossain,Male,1975-01-14,1814170544@yopmail.com,1814170544,Production (SCCL-DF),"Operator, Chlorine Cylinder Filling"
Md. Nur Nabi,Male,1975-01-14,1814170545@yopmail.com,1814170545,Accounts & Finance (SCCL-HO),Assistant. Manager
Md. Nurul Absar,Male,1975-01-14,1814170546@yopmail.com,1814170546,Transport,Lorry Driver
Md. Nurul Abser,Male,1975-01-14,1814170547@yopmail.com,1814170547,HR & Admin (SPPL-CTG),Security Guard
Md. Nurul Amin Chowdhury,Male,1975-01-14,1814170548@yopmail.com,1814170548,HR & Admin (SPPL-CTG),Security Guard
Md. Nurul Hossain,Male,1975-01-14,1814170549@yopmail.com,1814170549,Mechanical (SCCL-DF),Manager
Md.Nurul Huda,Male,1975-01-14,1814170550@yopmail.com,1814170550,Quality Assurance (SCCL-DF),Asst.Officer
Md. Nurul Islam,Male,1975-01-14,1814170551@yopmail.com,1814170551,HR & Admin (SCCL-HO),Driver
Md. Nurur Rahman,Male,1975-01-14,1814170552@yopmail.com,1814170552,Mechanical (SCCL-CTG),Sr.Officer
Md.Nuru Zaman Hossen,Male,1975-01-14,1814170553@yopmail.com,1814170553,HR & Admin (SCCL-HO),Peon
Md. Obaidullaho,Male,1975-01-14,1814170554@yopmail.com,1814170554,HR & Admin (SCCL-DF),Security Guard
Md.Ohidul Islam,Male,1975-01-14,1814170555@yopmail.com,1814170555,Store (SCCL-DF),Store Helper
Md. Oli Ahmed,Male,1975-01-14,1814170556@yopmail.com,1814170556,Transport,Lorry Helper
Md.Osman Ali,Male,1975-01-14,1814170557@yopmail.com,1814170557,HR & Admin (SCCL-CTG),Peon
Md. Osman Sheikh,Male,1975-01-14,1814170558@yopmail.com,1814170558,Store (SCCL-DF),Store Assistant
Md. Rafiq,Male,1975-01-14,1814170559@yopmail.com,1814170559,Transport, Truck Driver
Md.Rafiqul Islam,Male,1975-01-14,1814170560@yopmail.com,1814170560,Operation (SPPL-HO),Advisor
Md.Rafiqul Islam,Male,1975-01-14,1814170561@yopmail.com,1814170561,Electrical & Instrument (SCCL-DF),Supervisor
Md. Rafi Uddin Basunia,Male,1975-01-14,1814170562@yopmail.com,1814170562,Production (SCCL-CTG), Assistant Engineer
Md. Rahat Ali,Male,1975-01-14,1814170563@yopmail.com,1814170563,Operation (SPL-DF),Assistant Technician
Md. Rajib Kazi,Male,1975-01-14,1814170564@yopmail.com,1814170564,Store (SCCL-DF),Store Assistant
Md. Rakib Uddin,Male,1975-01-14,1814170565@yopmail.com,1814170565,Production (SCCL-CTG),Trainee Engineer
Md. Rana,Male,1975-01-14,1814170566@yopmail.com,1814170566,Transport, Truck Driver
Md.Rasel Mahmud,Male,1975-01-14,1814170567@yopmail.com,1814170567,Quality Assurance (SCCL-DF),"Chemist, QC"
Md. Rasel Mia,Male,1975-01-14,1814170568@yopmail.com,1814170568,HR & Admin (SCCL-DF),Security Guard
Md.Rashadul Haque,Male,1975-01-14,1814170569@yopmail.com,1814170569,Regulatory Affairs,Officer
Md.Razu Ahmed,Male,1975-01-14,1814170570@yopmail.com,1814170570,Production (SCCL-DF),"Operator, CPW"
Md. Rezaul Karim,Male,1975-01-14,1814170571@yopmail.com,1814170571,HR & Admin (SCCL-DF),"Sr. Officer, Delivery"
Md.Rezaul Karim Shakil,Male,1975-01-14,1814170572@yopmail.com,1814170572,Delivery & VAT (SCCL-CTG),Jr. Officer
Md. Riyad Arafin,Male,1975-01-14,1814170573@yopmail.com,1814170573,Accounts & Finance (SSCL-HO),"Officer,Accounts"
Md. Robel Miazi,Male,1975-01-14,1814170574@yopmail.com,1814170574,Production (SCCL-DF),"Operator, DM,CW,WP"
Md. Robiul Hossain,Male,1975-01-14,1814170575@yopmail.com,1814170575,Mechanical (SCCL-DF),Jr.Technician
Md.Robiul Molla,Male,1975-01-14,1814170576@yopmail.com,1814170576,HR & Admin (SCCL-HO),Driver
Md. Rokibul Hossain,Male,1975-01-14,1814170577@yopmail.com,1814170577,Electrical & Instrument (SCCL-DF),Sub Assistant Engineer
Md. Roni Ali,Male,1975-01-14,1814170578@yopmail.com,1814170578,Mechanical (SCCL-DF),"Sr. Engineer, Mechanical"
Md. Rukanuzzaman,Male,1975-01-14,1814170579@yopmail.com,1814170579,Operation (SPL-DF),Engineer
Md.Rukunuzzaman Kanchon,Male,1975-01-14,1814170580@yopmail.com,1814170580,Commercial (SCCL-HO),Officer
Md.Ruman Mahmud,Male,1975-01-14,1814170581@yopmail.com,1814170581,Service (SPL-CTG),Technician
Md. Sagor Ali,Male,1975-01-14,1814170582@yopmail.com,1814170582,HR & Admin (SCCL-DF),Security Guard
Md. Saidul Islam,Male,1975-01-14,1814170583@yopmail.com,1814170583,Mechanical (SCCL-DF),Jr.Technician
Md.Saidur Rahman,Male,1975-01-14,1814170584@yopmail.com,1814170584,HR & Admin (SCCL-DF),Security Guard
Md.Saiful Alam,Male,1975-01-14,1814170585@yopmail.com,1814170585,HR & Admin (SPPL-CTG),Peon
Md.Saiful Islam,Male,1975-01-14,1814170586@yopmail.com,1814170586,Operation (SCCL-HO),Deputy Manager
Md. Saiful islam-2,Male,1975-01-14,1814170587@yopmail.com,1814170587,Transport,Lorry Helper
Md. Saiful Islam 3,Male,1975-01-14,1814170588@yopmail.com,1814170588,Transport, Truck Driver
Md. Saiful Islam Roni,Male,1975-01-14,1814170589@yopmail.com,1814170589,Mechanical (SCCL-DF),Jr.Technician
Md. Sakhawat Hossain,Male,1975-01-14,1814170590@yopmail.com,1814170590,Supply Chain Local (SCCL-HO),Officer
Md. Sakibul Islam,Male,1975-01-14,1814170591@yopmail.com,1814170591,Quality Assurance (SCCL-DF),Lab Assistant
Md. Salauddin Bakaul,Male,1975-01-14,1814170592@yopmail.com,1814170592,Production (SCCL-CTG),Deputy Manager
Md.Salim,Male,1975-01-14,1814170593@yopmail.com,1814170593,Production (SCCL-DF),"Operator, DM,CW,WP"
Md. Sanwar Hossain,Male,1975-01-14,1814170594@yopmail.com,1814170594,Production (SCCL-DF),"Operator, HCL,Hypo Storage"
Md.Sarif Anayet Hossen,Male,1975-01-14,1814170595@yopmail.com,1814170595,Production (SCCL-DF),"Operator, CPW"
Md.Sariful Islam,Male,1975-01-14,1814170596@yopmail.com,1814170596,Accounts & Finance (SCCL-DF),Deputy Manager (Vat)
Md. Sarwar Uddin,Male,1975-01-14,1814170597@yopmail.com,1814170597,Transport, Truck Driver
Md.Selim,Male,1975-01-14,1814170598@yopmail.com,1814170598,Mechanical (SCCL-DF),PVC Helper
Md.Shafiqul Islam-Jr 2,Male,1975-01-14,1814170599@yopmail.com,1814170599,Mechanical (SCCL-DF),Assistant Rigger
Md.Shahadat Hossain,Male,1975-01-14,1814170600@yopmail.com,1814170600,Production (SCCL-CTG),Officer
Md.Shah Alam,Male,1975-01-14,1814170601@yopmail.com,1814170601,Production (SCCL-DF),"Operator, Chlorine Cylinder Filling"
Md. Shahidul Islam,Male,1975-01-14,1814170602@yopmail.com,1814170602,Mechanical (SCCL-DF),Technician
Md. Shahidul Islam,Male,1975-01-14,1814170603@yopmail.com,1814170603,Quality Assurance (SCCL-DF),Lab Assistant
Md.Shahidul Islam,Male,1975-01-14,1814170604@yopmail.com,1814170604,Production (SCCL-DF),"Operator, Electrolyzer & Dechlorination"
Md.Shahid Ullah,Male,1975-01-14,1814170605@yopmail.com,1814170605,HR & Admin (SCCL-DF),Jr. Officer
Md.Shahjalal,Male,1975-01-14,1814170606@yopmail.com,1814170606,Production (SCCL-DF),"Manager, CL2,HCl & Hypo"
Md. Shaidur Rahman,Male,1975-01-14,1814170607@yopmail.com,1814170607,Production (SCCL-DF),Operator
Md. Shajahan Miagi,Male,1975-01-14,1814170608@yopmail.com,1814170608,HR & Admin (SPPL-CTG),Jr. Officer
Md.Shakawath Hossain,Male,1975-01-14,1814170609@yopmail.com,1814170609,Accounts & Finance (SCCL-HO),Deputy Manager
Md.Shakhawat Hossain,Male,1975-01-14,1814170610@yopmail.com,1814170610,Mechanical (SCCL-DF),Assistant Mechanical Fitter
Md.Shakhawat Hossain,Male,1975-01-14,1814170611@yopmail.com,1814170611,Production (SCCL-DF),"Operator, Chlorine Bottling"
Md. Shawkat Hossain,Male,1975-01-14,1814170612@yopmail.com,1814170612,Accounts & Finance (SPPL-HO),Jr. Officer
Md. Sheikh Hossain,Male,1975-01-14,1814170613@yopmail.com,1814170613,Operation (SPPL-CTG),Jr. Officer (operation)
Md. Shijen Murad,Male,1975-01-14,1814170614@yopmail.com,1814170614,Production (SCCL-CTG),Trainee Operater
Md. Shohrab Hosen,Male,1975-01-14,1814170615@yopmail.com,1814170615,Accounts & Finance (SSCL-HO),Asst. Manager
Md.Shohrab Mridha,Male,1975-01-14,1814170616@yopmail.com,1814170616,HR & Admin (SPPL-HO),Driver
Md Siddiqur Rahaman,Male,1975-01-14,1814170617@yopmail.com,1814170617,HR & Admin (SCCL-HO),Peon
Md. Siraj,Male,1975-01-14,1814170618@yopmail.com,1814170618,Mechanical (SCCL-CTG),Lathe machine Operator
Md.Sobuj,Male,1975-01-14,1814170619@yopmail.com,1814170619,Mechanical (SCCL-DF),Crane Operator
Md. Sohel,Male,1975-01-14,1814170620@yopmail.com,1814170620,Transport, Truck Driver
Md.Sohel Rana,Male,1975-01-14,1814170621@yopmail.com,1814170621,Production (SCCL-DF),"Operator, Brine"
Md. Sojib Miah,Male,1975-01-14,1814170622@yopmail.com,1814170622,Quality Assurance (SCCL-DF),Lab Assistant
Md.Suborno Rahman,Male,1975-01-14,1814170623@yopmail.com,1814170623,Production (SCCL-DF),Asst. Manager
Md.Suhag Mia,Male,1975-01-14,1814170624@yopmail.com,1814170624,Quality Assurance (SCCL-DF),Lab Assistant
Md. Tareq Rahman,Male,1975-01-14,1814170625@yopmail.com,1814170625,Production (SCCL-DF),Operator
Md.Tariq Bin Wahab,Male,1975-01-14,1814170626@yopmail.com,1814170626,Sales & Marketing,"Assistant Officer, Sales & Marketing"
Md.Topejjal Hossain,Male,1975-01-14,1814170627@yopmail.com,1814170627,HR & Admin (SCCL-DF),Security Guard
Md.Towhidul Islam,Male,1975-01-14,1814170628@yopmail.com,1814170628,Production (SSCL-CTG),Operator
Md. Wahiduzzaman,Male,1975-01-14,1814170629@yopmail.com,1814170629,HR & Admin (SCCL-HO),Sr.Officer
Md. Yeakub,Male,1975-01-14,1814170630@yopmail.com,1814170630,Transport,Vehicle Mechanic
Md. Yousuf,Male,1975-01-14,1814170631@yopmail.com,1814170631,Electrical & Instrument (SCCL-CTG),Deputy Manager
Md. Yousuf [Deputy Manager],Male,1975-01-14,1814170632@yopmail.com,1814170632,,
Md.Yousuf Sikder,Male,1975-01-14,1814170633@yopmail.com,1814170633,Electrical & Instrument (SCCL-DF),Assist Electrician cum Diesel Generator Operator
Md. Zahid Hasan,Male,1975-01-14,1814170634@yopmail.com,1814170634,Mechanical (SCCL-DF),Jr. Technician
Md. Zahir Uddin,Male,1975-01-14,1814170635@yopmail.com,1814170635,Quality Assurance (SCCL-CTG),Chemist
Md.Zahirul Islam Bhuiyan,Male,1975-01-14,1814170636@yopmail.com,1814170636,Delivery & VAT (SCCL-CTG),Sr.Officer
Md. Ziaur Rahman,Male,1975-01-14,1814170637@yopmail.com,1814170637,Sales & Marketing (SSCL-HO),"Sr.Executive,Sales & Marketing"
Milon Gazi,Male,1975-01-14,1814170638@yopmail.com,1814170638,Electrical & Instrument (SCCL-DF),Fitter
Mizanur Rahman,Male,1975-01-14,1814170639@yopmail.com,1814170639,Production (SCCL-CTG),Operator
Mobarak Hossain,Male,1975-01-14,1814170640@yopmail.com,1814170640,Electrical & Instrument (SCCL-CTG),Operator
Mofizul Islam Monir,Male,1975-01-14,1814170641@yopmail.com,1814170641,Electrical & Instrument (SCCL-CTG),Instrument 
Mohammad Akramuzzaman,Male,1975-01-14,1814170642@yopmail.com,1814170642,Accounts & Finance (SCCL-HO),"Sr. DGM, Accounts & Finance"
 Mohammad Al Ameen,Male,1975-01-14,1814170643@yopmail.com,1814170643,Production (SCCL-CTG),Engineer
Mohammad Alhaj Mia,Male,1975-01-14,1814170644@yopmail.com,1814170644,Store (SCCL-DF),Asst. Manager (Store In-Charge)
Mohammad Arif,Male,1975-01-14,1814170645@yopmail.com,1814170645,Mechanical (SCCL-CTG),Mech 
Mohammad Arifur Rahman,Male,1975-01-14,1814170646@yopmail.com,1814170646,Production (SCCL-DF),"Sr. Officer, Flaking"
Mohammad Easin,Male,1975-01-14,1814170647@yopmail.com,1814170647,Mechanical (SCCL-CTG),AGM
Mohammad Faisal Matin,Male,1975-01-14,1814170648@yopmail.com,1814170648,Operation (SPL-DF),Engineer
Mohammad Ishaque,Male,1975-01-14,1814170649@yopmail.com,1814170649,Store (SCCL-CTG),Sr.Officer
Mohammad Ismail,Male,1975-01-14,1814170650@yopmail.com,1814170650,Production (SSCL-CTG),Operator
Mohammad Ismail Hosen,Male,1975-01-14,1814170651@yopmail.com,1814170651,Production (SSCL-CTG),Lab. Asst.
Mohammad Jahangir Khan,Male,1975-01-14,1814170652@yopmail.com,1814170652,Transport,Tank Lorry Helper
Mohammad Jakir,Male,1975-01-14,1814170653@yopmail.com,1814170653,Transport,Lorry Helper
Mohammad Kausar Uddin,Male,1975-01-14,1814170654@yopmail.com,1814170654,Service (SPL-CTG),Technician
Mohammad Mehedi Hasan,Male,1975-01-14,1814170655@yopmail.com,1814170655,Production (SCCL-CTG),Engineer
Mohammad Mohsin,Male,1975-01-14,1814170656@yopmail.com,1814170656,Production (SCCL-DF),Sr.Officer
Mohammad Mustafa Haider,Male,1975-01-14,1814170657@yopmail.com,1814170657,Management (SCCL-HO),Managing Director
Mohammad Osman,Male,1975-01-14,1814170658@yopmail.com,1814170658,Transport,Lorry Helper
Mohammad Shah Newaz,Male,1975-01-14,1814170659@yopmail.com,1814170659,Electrical & Instrument (SCCL-CTG),Trainee Engineer
Mohammad Shakil hossain,Male,1975-01-14,1814170660@yopmail.com,1814170660,Production (SCCL-CTG),Operator
Mohammad Zahed,Male,1975-01-14,1814170661@yopmail.com,1814170661,Blow Mould,Helper
Mohammed Sadmath Islam,Male,1975-01-14,1814170662@yopmail.com,1814170662,Mechanical (SCCL-CTG),Trainee Engineer
Mohan Chowhan Shanto,Male,1975-01-14,1814170663@yopmail.com,1814170663,Mechanical (SCCL-DF),Deputy Manager
Mohd. Ohidul Islam,Male,1975-01-14,1814170664@yopmail.com,1814170664,Electrical & Instrument (SCCL-DF),"Sr. Engineer, Electrical"
Mohe Uddin,Male,1975-01-14,1814170665@yopmail.com,1814170665,Production (SSCL-CTG),Operator
Mondol Baspor,Male,1975-01-14,1814170666@yopmail.com,1814170666,HR & Admin (SCCL-DF),Cleaner
Mongmongsing Marma,Male,1975-01-14,1814170667@yopmail.com,1814170667,Blow Mould,Helper
Monir Hossain Sayem,Male,1975-01-14,1814170668@yopmail.com,1814170668,Blow Mould,Helper
Monirul Islam,Male,1975-01-14,1814170669@yopmail.com,1814170669,Production (SCCL-CTG),Sr.Optr 
Morshed Alam,Male,1975-01-14,1814170670@yopmail.com,1814170670,Transport,Lorry Helper
Morshedul Alam,Male,1975-01-14,1814170671@yopmail.com,1814170671,Sales & Marketing (Export),Manager
Moslem Miah,Male,1975-01-14,1814170672@yopmail.com,1814170672,Mechanical (SCCL-DF),PVC Fitter
Mostofa Kamal,Male,1975-01-14,1814170673@yopmail.com,1814170673,Mechanical (SCCL-DF),Assistant Rigger
Mr. Abdul Alim,Male,1975-01-14,1814170674@yopmail.com,1814170674,Production (SPPL-CTG),L.P.G Helper
Mr. Abdul Goni,Male,1975-01-14,1814170675@yopmail.com,1814170675,HR & Admin (SPPL-CTG),Canteen Supervisor
Mr. Abdul Halim,Male,1975-01-14,1814170676@yopmail.com,1814170676,Production (SPPL-CTG),Sr. Movement Operator
Mr. Abdul Malek,Male,1975-01-14,1814170677@yopmail.com,1814170677,HR & Admin (SPPL-CTG),Boat Helper
Mr.Abdul Momen,Male,1975-01-14,1814170678@yopmail.com,1814170678,HR & Admin (SPPL-CTG),Security Inspector
Mr. Abdur Rahman,Male,1975-01-14,1814170679@yopmail.com,1814170679,HR & Admin (SPPL-CTG),Security Guard
Mr.Abdur Rahman,Male,1975-01-14,1814170680@yopmail.com,1814170680,Production (SCCL-DF),"Operator, Brine"
Mr.Abdur Razzak,Male,1975-01-14,1814170681@yopmail.com,1814170681,Mechanical (SCCL-CTG),Helper
Mr.Abdur Razzaque,Male,1975-01-14,1814170682@yopmail.com,1814170682,Electrical & Instrument (SCCL-DF),Inst.Technician
Mr. Abdur Rouf,Male,1975-01-14,1814170683@yopmail.com,1814170683,Sales & Marketing (SSCL-HO),Assistant. Manager
Mr. Abu Naser Mohammad (Shahin),Male,1975-01-14,1814170684@yopmail.com,1814170684,Inspection & Safety (SPPL-CTG),Officer
Mr.Abu Sufian ,Male,1975-01-14,1814170685@yopmail.com,1814170685,Commercial (SCCL-HO),Assistant Officer
Mr. Abu Taher,Male,1975-01-14,1814170686@yopmail.com,1814170686,Electrical (SPPL-CTG),Technician
Mr. Abu Taher,Male,1975-01-14,1814170687@yopmail.com,1814170687,HR & Admin (SPPL-CTG),Cook
Mr.Abu Taher Sohel,Male,1975-01-14,1814170688@yopmail.com,1814170688,Sales & Marketing (Export),Officer
Mr. Afsar Hossen,Male,1975-01-14,1814170689@yopmail.com,1814170689,Inspection & Safety (SPPL-CTG),Fire Fighter
Mr.Ainal,Male,1975-01-14,1814170690@yopmail.com,1814170690,Mechanical (SCCL-DF),Assistant Technician
Mr.Ajit Barua,Male,1975-01-14,1814170691@yopmail.com,1814170691,Security,SY.Guard
Mr.A.K.M. Samiul Hossain,Male,1975-01-14,1814170692@yopmail.com,1814170692,Service (SPL-DF),Engineer
Mr. Al Ameen,Male,1975-01-14,1814170693@yopmail.com,1814170693,Transport,Lorry Helper
Mr. Alamgir,Male,1975-01-14,1814170694@yopmail.com,1814170694,HR & Admin (SCCL-DF),Peon
Mr.Al Amin,Male,1975-01-14,1814170695@yopmail.com,1814170695,Mechanical (SCCL-DF),Assistant Technician
Mr.Alauddin,Male,1975-01-14,1814170696@yopmail.com,1814170696,HR & Admin (SCCL-HO),Driver
Mr.Ali Hasan,Male,1975-01-14,1814170697@yopmail.com,1814170697,Transport,Driver
Mr.Ali Nur,Male,1975-01-14,1814170698@yopmail.com,1814170698,Production (SPPL-CTG),Junior Operator
Mr. Ali Zaker Showan,Male,1975-01-14,1814170699@yopmail.com,1814170699,Production (SPPL-CTG),Engineer
Mr.Amin,Male,1975-01-14,1814170700@yopmail.com,1814170700,HR & Admin (SCCL-HO),Driver
Mr.Amit Das,Male,1975-01-14,1814170701@yopmail.com,1814170701,Sales & Marketing (H2o2),Assistant. Manager
Mr. Amit Kumar Saha,Male,1975-01-14,1814170702@yopmail.com,1814170702,Store (SPPL-CTG),Officer
Mr. Amit Shor ,Male,1975-01-14,1814170703@yopmail.com,1814170703,Mechanical (SCCL-DF),Engineer
Mr. Amjad Hossain,Male,1975-01-14,1814170704@yopmail.com,1814170704,Inspection & Safety (SPPL-CTG),Fire Fighter
Mr.Anamul Hasan,Male,1975-01-14,1814170705@yopmail.com,1814170705,Sales & Marketing (SSCL-HO),Executive (S & M)
Mr. Animesh Saha,Male,1975-01-14,1814170706@yopmail.com,1814170706,Service (SPL-DF),Sr. Technician
Mr. Anowar Hossain,Male,1975-01-14,1814170707@yopmail.com,1814170707,Inspection & Safety (SPPL-CTG),Fire Fighter
Mr. Anup Barua,Male,1975-01-14,1814170708@yopmail.com,1814170708,Service (SPL-CTG),Driver
Mr. Arif  Moinuddin,Male,1975-01-14,1814170709@yopmail.com,1814170709,Quality Assurance (SPPL-CTG),Lab Helper
Mr. Arijit Paul,Male,1975-01-14,1814170710@yopmail.com,1814170710,Accounts & Finance (SPPL-CTG),Officer
Mr. Arman Hossain,Male,1975-01-14,1814170711@yopmail.com,1814170711,HR & Admin (SPPL-CTG),Imam
Mr.Asaduzzaman,Male,1975-01-14,1814170712@yopmail.com,1814170712,Mechanical (SCCL-DF),Jr.Technician
Mr.Asaduzzaman,Male,1975-01-14,1814170713@yopmail.com,1814170713,HR & Admin (SCCL-DF),Security Guard
Mr. Ashik-Ul-Alam Bhuiyan,Male,1975-01-14,1814170714@yopmail.com,1814170714,Production (SPPL-CTG),Engineer
Mr. Atikur Rahaman,Male,1975-01-14,1814170715@yopmail.com,1814170715,Quality Assurance (SPPL-CTG),Lab Helper
Mr. Aunkan Sikder,Male,1975-01-14,1814170716@yopmail.com,1814170716,Electrical & Instrument (SCCL-DF),Sub Assistant Engineer
Mr. Avijit Dasgupta,Male,1975-01-14,1814170717@yopmail.com,1814170717,Mechanical (SPPL-CTG),Asst. General Manager
Mr.Ayub Khan,Male,1975-01-14,1814170718@yopmail.com,1814170718,Security,SY.Guard
Mr.Azam Khan,Male,1975-01-14,1814170719@yopmail.com,1814170719,Transport,Driver
Mr. Azizur Rahman,Male,1975-01-14,1814170720@yopmail.com,1814170720,Mechanical (SPPL-CTG),Sr. Mechanic
 Mr. Babla Barua,Male,1975-01-14,1814170721@yopmail.com,1814170721,Electrical (SPPL-CTG),Operator
 Mr. Badal Kanti Chowdhury,Male,1975-01-14,1814170722@yopmail.com,1814170722,Mechanical (SPPL-CTG),Sr.Executive
Mr. Bashu Deb Mozumder,Male,1975-01-14,1814170723@yopmail.com,1814170723,Store (SPPL-CTG),Store Assistant
Mr. Bekash Barua,Male,1975-01-14,1814170724@yopmail.com,1814170724,Mechanical (SPPL-CTG),Welder
Mr.Bikash Kanti Das,Male,1975-01-14,1814170725@yopmail.com,1814170725,Operation (SCCL-HO),General Manager
